stimuli,practice_trial.thisRepN,practice_trial.thisTrialN,practice_trial.thisN,practice_trial.thisIndex,key_resp_practice.keys,key_resp_practice.rt,session,group,frameRate,expName,date,participant,
stim/MS_Arizona.wav,0,0,0,1,3,1.01697206497,001,,60.0813632353,borrowingLykert,2016_Feb_18_1049,,
