stimuli,practice_trial.thisRepN,practice_trial.thisTrialN,practice_trial.thisN,practice_trial.thisIndex,rating.response,rating.rt,session,group,frameRate,expName,date,participant,
stim/t01_freeway.wav,0,0,0,2,0.88,7.005,001,,59.9908747248,borrowingLykert,2016_Feb_18_1057,,
stim/t02_barbies.wav,0,1,1,3,0.18,5.447,001,,59.9908747248,borrowingLykert,2016_Feb_18_1057,,
