stimuli,practice_trial.thisRepN,practice_trial.thisTrialN,practice_trial.thisN,practice_trial.thisIndex,rating.response,rating.rt,session,group,frameRate,expName,date,participant,
stim/t02_barbies.wav,0,0,0,3,0.84,5.829,001,,59.988729687,borrowingLykert,2016_Feb_18_1058,,
