stimuli,practice_trial.thisRepN,practice_trial.thisTrialN,practice_trial.thisN,practice_trial.thisIndex,rating.response,rating.rt,session,group,frameRate,expName,date,participant,
stim/MS_Arizona.wav,0,0,0,1,0.88,5.569,001,,60.0161118846,borrowingLykert,2016_Feb_18_1054,,
