stimuli,practice_trial.thisRepN,practice_trial.thisTrialN,practice_trial.thisN,practice_trial.thisIndex,rating.response,rating.rt,session,group,frameRate,expName,date,participant,
stim/t01_freeway.wav,0,0,0,2,0.48,3.462,001,,59.9390934905,borrowingLykert,2016_Feb_18_1101,,
